"character","breed","city_size","gender","surgery","age","weight","color","y","positive","negative","disease","behavior"
"2개월 추정, 베이지색 안경을 쓰고 있음, 애교많고 사랑스러움이 넘침,,","Mix","거대도시","수컷","아니오",1,2.5,"흰갈",0,1,0,0,1
"검은콩3개, 똥고발랄 너무 귀여운댕댕이,아기들은 공고기간 상관없이 입양가능합니다.,,","Mix","거대도시","수컷","아니오",1,1.3,"흰",1,1,0,0,1
"칩x, 빨간목줄착용, 까맣고 윤기나는코,해맑은 표정, 사람을 좋아하고 애교많은 귀여운 아이,,","Mix","거대도시","암컷","아니오",2,4.5,"갈검",0,1,0,0,1
"경계심하고, 사나움,,","Miscellaneous","중소도시","수컷","아니오",3,18,"흰",1,0,-1,0,-1
"온순함,,","Mix","대도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"사나움,,","Mix","소도시","수컷","아니오",4,8,"흰검",0,0,-1,0,-1
"사나움,,","Mix","소도시","암컷","아니오",4,8,"흰검",0,0,-1,0,-1
"온순,,","Mix","소도시","수컷","아니오",3,10,"갈검",0,1,0,0,1
"겁이많음,,","Mix","소도시","암컷","아니오",1,4,"흰",0,0,-1,0,-1
"사나움 눈이 노란색인 아이,,","Miscellaneous","대도시","수컷","아니오",2,10,"흰",0,0,-1,0,-1
"똘똘하고 착해요 열흘전 누군가 유기하고 감,,","Mix","대도시","수컷","아니오",3,8,"흰검",0,1,0,0,1
"겁이 많음,,","Mix","소도시","암컷","아니오",1,3,"검",0,0,-1,0,-1
"겁이 많음,,","Mix","소도시","암컷","아니오",1,3,"검",0,0,-1,0,-1
"귀가큰편, 많이 짖음,,","Terrier","중소도시","암컷","아니오",6,2.3,"검",0,0,-1,0,-1
"온순,,","Mix","중소도시","암컷","아니오",3,4,"흰검",0,1,0,0,1
"온순,,","Mix","중소도시","암컷","아니오",3,4.2,"흰갈",0,1,0,0,1
"순하고 조용함, 털이 많이 서있음,,","Mix","대도시","암컷","아니오",3,18,"갈",0,1,0,0,1
"매우온순함,,","Mix","중소도시","암컷","아니오",1,0.9,"흰갈",1,1,0,0,1
"활발하고 애교가 많은 아이,,","Non-Sporting","대도시","수컷","아니오",4,4.7,"검",1,1,0,0,1
"갈색목걸이 착용..성격순함,,","Mix","중소도시","암컷","아니오",1,4,"흰",0,1,0,0,1
"온순함,,","Non-Sporting","중소도시","수컷","예",2,4.6,"검",1,1,0,0,1
"목줄없고 경계함,,","Mix","대도시","수컷","아니오",7,20,"흰",0,0,-1,0,-1
"초록색 목줄착용.온순함,,","Mix","대도시","암컷","아니오",2,18,"갈",0,1,0,0,1
"목줄없고 온순함,,","Toy","대도시","암컷","아니오",2,3.8,"흰",1,1,0,0,1
"겁많음,,","Mix","대도시","수컷","아니오",5,6,"흰갈",0,0,-1,0,-1
"중성화, 온순함,,","Non-Sporting","중소도시","수컷","예",5,8.2,"갈",1,1,0,0,1
"겁이많음,,","Mix","중소도시","수컷","아니오",1,4.2,"갈",1,0,-1,0,-1
"겁이많음,,","Mix","중소도시","수컷","아니오",1,4,"검",1,0,-1,0,-1
"순함,,","Mix","중소도시","수컷","아니오",2,11,"검",0,1,0,0,1
"순함,,","Mix","중소도시","수컷","아니오",3,7.3,"갈",1,1,0,0,1
"순함,,","Mix","중소도시","수컷","아니오",3,7,"갈",1,1,0,0,1
"앞다리다침,마름,,","Mix","중소도시","수컷","아니오",1,25,"흰갈",1,0,-1,1,-1
"폼피츠. 10개월령 추정. 양측견치 유치 잔존. 순함.,,","Mix","대도시","수컷","아니오",1,4.5,"흰",1,1,0,0,1
"다리부상,,","Mix","대도시","수컷","예",6,7.4,"흰검",1,0,-1,1,-1
"옴진드기감염, 피부염, 영양불량, 중성화안됨,,","Hound","거대도시","수컷","아니오",6,4.5,"검",0,0,-1,1,-1
"19-1555 위트, 외고환,,","Toy","중소도시","수컷","아니오",3,3,"흰",1,0,-1,1,-1
"겁이많음,귀여움,,","Mix","대도시","수컷","아니오",2,9,"흰갈",0,1,-1,0,0
"모찌모찌한 바디 앙증맞은 입 양말을 신고있는듯한 발 ,,","Mix","중소도시","암컷","아니오",1,0.95,"흰검",1,1,0,0,1
"불량(쇠약), 연제구 1-183,,","Mix","중소도시","암컷","아니오",1,1,"흰",1,0,-1,1,-1
"불량(쇠약), 연제구 1-181,,","Non-Sporting","중소도시","수컷","아니오",3,3.5,"갈",0,0,-1,1,-1
"전염성 질병, 심한 안질환, 콧물,,","Mix","중소도시","수컷","아니오",1,0.2,"갈",0,0,-1,1,-1
"귀상태 안 좋음(특히 왼쪽) / 배꼽탈장 / 비공협착,,","Toy","중소도시","수컷","아니오",4,8.1,"검",1,1,-1,1,0
"순하고겁이많음,가슴줄착용,칩있음,,","Miscellaneous","대도시","수컷","아니오",4,10,"갈",1,1,-1,0,0
"반려동물팀신고,나이가어림.순함,칩없음,,","Mix","대도시","수컷","아니오",1,1.8,"흰",1,1,0,0,1
"온순하며 사람을 잘따르는 아이 ,,","Mix","중소도시","수컷","아니오",2,6,"검",0,1,0,0,1
"중성화 안됨,,","Working","대도시","수컷","아니오",2,6,"검",0,1,0,0,1
"중성화 안됨,목줄착용,,","Herding","대도시","수컷","아니오",4,8,"흰갈",1,1,0,0,1
"1148호(관리) 902호(공고)경계심있음.,,","Mix","중소도시","수컷","아니오",2,7,"흰",0,0,-1,0,-1
"소심/겁많음/활발함/사람좋아함.,,","Toy","중소도시","수컷","아니오",4,2.8,"갈검",0,1,-1,0,0
"소심하나 경계는 안함,,","Mix","소도시","수컷","아니오",3,25.8,"흰갈",0,0,-1,0,-1
"매우마름.양호함,,","Non-Sporting","중소도시","암컷","아니오",2,3.5,"검",1,1,-1,0,0
"약간경계,,","Mix","대도시","암컷","아니오",1,3,"흰갈검",0,0,-1,0,-1
"약간경계,,","Mix","대도시","수컷","아니오",1,3,"흰갈검",0,0,-1,0,-1
"목줄없이발견 온순함,,","Toy","중소도시","암컷","아니오",6,3.6,"흰",1,1,0,0,1
"연두색 목줄 착용, 순함.,,","Toy","중소도시","수컷","예",4,4,"흰",1,1,0,0,1
"순하고 애교가많음,,","Mix","중소도시","암컷","아니오",6,5,"갈",0,1,0,0,1
"(번호 5419) 생후10개월, 낡은 빨강/노랑 목줄 착용, 경계심 강함,,","Mix","중소도시","수컷","아니오",1,11.1,"갈",0,0,-1,0,-1
"(번호 5417) 심장사상충,,","Mix","중소도시","수컷","아니오",2,15,"갈검",0,0,-1,1,-1
"(번호 5416) 빨강(징) 목줄 착용, 경계심 강함,,","Mix","중소도시","암컷","아니오",2,8.3,"흰",0,0,-1,0,-1
"(번호 5415) 검정목줄 착용, 경계심 강함, 심장사상충,,","Mix","중소도시","수컷","아니오",2,15.1,"갈",0,0,-1,1,-1
"겁이 많고 사람을 피함,,","Mix","소도시","암컷","아니오",3,6,"흰갈",0,0,-1,0,-1
"피부병,1305,,","Mix","대도시","수컷","아니오",1,2,"검",0,0,-1,1,-1
"빨간목테,많이야윔,친화력 좋음,,","Miscellaneous","중소도시","수컷","아니오",4,8,"흰",1,1,-1,1,0
"온순함,,","Mix","대도시","암컷","아니오",1,1,"흰",1,1,0,0,1
"온순함 ,,","Mix","대도시","암컷","아니오",2,4,"흰갈",1,1,0,0,1
"온순함,,","Mix","소도시","수컷","아니오",2,4,"갈",0,1,0,0,1
"온순함,,","Mix","소도시","수컷","아니오",2,4,"흰검",0,1,0,0,1
"온순,,","Mix","중소도시","수컷","아니오",4,7,"흰갈",0,1,0,0,1
"아주작고이쁘게생겼음,,","Toy","중소도시","수컷","아니오",4,2,"흰",1,1,0,0,1
"생후50일정도 아주작고이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,1.5,"갈",1,1,0,0,1
"생후50일정도 아주작고이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,1.5,"갈",0,1,0,0,1
"생후50일정도 아주작고이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,1.5,"흰검",1,1,0,0,1
"쉽독 믹스 추정. 신고자 증언에 의하면 사람을 정말 좋아한답니다.,,","Herding","대도시","수컷","아니오",1,20,"흰",0,1,0,0,1
"파란바탕+노란줄목걸이.피부질환/털뭉침.좌전지못딛음/덜렁거림/좌전지발목골절.진드기오염.겁많음/공격적.,,","Mix","중소도시","수컷","아니오",2,6.8,"흰갈",0,0,-1,1,-1
"양귀쫑긋. 눈곱. 코분홍+검정. 피부질환/탈모/각질심함. 사람따름/얌전함. 꼬리단미안됨. 털상태양호. ,,","Mix","중소도시","수컷","아니오",1,2.2,"흰",0,1,-1,1,0
"양귀처짐. 코검정. 전신오물오염. 얌전함/사람따름. 꼬리단미안됨. 털때탐. ,,","Mix","중소도시","수컷","아니오",1,2.8,"흰",0,1,-1,0,0
"양귀처짐. 코검정. 전신오물오염. 얌전함/사람따름/작게낑낑거림. 꼬리단미안됨. 털때탐. ,,","Mix","중소도시","수컷","아니오",1,2.8,"흰",0,1,-1,0,0
"전신피부병/옴의심. 겁많음. 사람따름. 소심함. ,,","Mix","소도시","수컷","아니오",3,7.1,"흰갈",0,1,-1,1,0
"활발함/사람따름. ,,","Mix","소도시","수컷","아니오",1,2.2,"흰갈",0,1,0,0,1
" 전신오물오염. 얌전함/사람따름.,,","Mix","소도시","수컷","아니오",1,1.5,"흰검",0,1,-1,0,0
"초록색 목줄착용.온순함,,","Mix","대도시","암컷","아니오",8,4.6,"흰",0,1,0,0,1
"나이가많고 비만이며 온순함,,","Toy","대도시","수컷","예",13,5.9,"흰",0,1,-1,1,0
"순함,,","Mix","거대도시","암컷","아니오",1,3.6,"흰검",1,1,0,0,1
"순함/이솝동물병원에서 인계함,,","Mix","중소도시","암컷","아니오",1,4.5,"흰",0,1,-1,0,0
"2마리함께들어옴,순함,귀여움,,","Mix","대도시","수컷","아니오",1,6,"갈",1,1,0,0,1
"순한 성격. 새끼 1마리 함께 구조,,","Mix","중소도시","암컷","아니오",1,8.32,"흰",0,1,0,0,1
"미요, 피부병 심함,,","Toy","대도시","수컷","예",8,5,"흰",1,0,-1,1,-1
"교통사고,,","Mix","대도시","암컷","아니오",4,6,"흰",0,0,-1,0,-1
"경계, 공격성,,","Mix","중소도시","암컷","아니오",7,6,"갈",0,0,-1,0,-1
"활발함/사람좋아함. ,,","Mix","중소도시","수컷","아니오",1,3,"흰갈",0,1,0,0,1
"부정교합심함.전신피부질환.양뒷발며느리발톱.배꼽탈장.사람따름/구강질환.가슴쪽몽우리.양눈백내장.,,","Non-Sporting","중소도시","수컷","예",11,3.2,"흰",0,1,-1,1,0
"피모 불량,,","Non-Sporting","소도시","수컷","아니오",4,5,"흰",0,0,-1,1,-1
"대체로 얌전하고 온순함,,","Mix","중소도시","수컷","아니오",3,6.3,"흰갈",0,1,0,0,1
"칩x, 비를 맞고 입소, 처진귀, 짧은털, 초롱초롱한 눈빛, 소심한 성격,,","Toy","거대도시","암컷","아니오",3,2.6,"갈",1,0,-1,0,-1
"칩x, 쫑긋한귀, 검고 윤기나는코 날씬한 다리, 소심하고 겁이많이 아이,,","Mix","거대도시","수컷","아니오",3,3.5,"검",0,0,-1,0,-1
"귀가커고 사람잘따름,,","Mix","중소도시","수컷","아니오",1,1,"흰갈",1,1,0,0,1
"생후 50일, 꼬물꼬물 귀여워요,,","Mix","중소도시","수컷","아니오",1,1.5,"갈",1,1,0,0,1
"생후 50일, 귀여워요,,","Mix","중소도시","수컷","아니오",1,1.7,"갈",1,1,0,0,1
"4개월령, 사람을 매우 좋아함,,","Mix","소도시","수컷","아니오",1,4,"기타",1,1,0,0,1
"2~3개월정도된 아이 온순함,,","Toy","중소도시","암컷","아니오",1,3.8,"검",1,1,0,0,1
"나이가 어리고 귀여움,,","Mix","소도시","암컷","아니오",1,5,"흰",0,1,0,0,1
"작은 몸으로 열악한 환경에서 건강하고 이쁜아기들을 출산함.매우온순.,,","Mix","중소도시","암컷","아니오",4,4,"흰갈",1,1,0,0,1
"꼬리털이길고 눈물자국,,","Mix","대도시","암컷","아니오",2,4,"흰",0,0,-1,0,-1
"호흡곤란,,","Toy","대도시","암컷","아니오",13,5,"흰검",0,0,-1,0,-1
"웰시코기 믹스, 빨간색 목줄 착용, 사람을 매우 잘 따름,,","Mix","중소도시","수컷","아니오",4,7,"갈",0,1,0,0,1
"사람을 잘 따르고 온순한 성격/녹색목줄 착용,,","Sporting","중소도시","수컷","아니오",4,25,"흰갈",0,1,0,0,1
"사람을 잘 따르고 온순한 성격,,","Mix","중소도시","수컷","아니오",2,7,"흰갈",0,1,0,0,1
"다리골절,,","Miscellaneous","중소도시","암컷","아니오",1,10,"흰",0,0,-1,1,-1
"심장사상충,,","Mix","중소도시","암컷","아니오",4,18,"기타",0,0,-1,1,-1
"이제 막 1살이 되어가는 순한 웰시코기, 주둥이 부분은 검정색이며 하얀 양말을 신고있어요,,","Herding","대도시","수컷","아니오",1,5,"흰갈",1,1,0,0,1
"눈이 이쁜 호박색, 코는 분홍색 이며, 중형견 사이즈의 귀여운 순댕이에요! ,,","Mix","대도시","수컷","아니오",2,8,"흰갈",0,1,0,0,1
"피부병 의심, 미용 받다가 뛰쳐나온건지 고속도로 처럼 등 가운데 부분털이 쭉 밀려있어요, 털엉킴,,","Toy","대도시","수컷","아니오",4,3,"갈",1,0,-1,1,-1
"유치에 비해 등치가 있으며 피부병으로 인해 털이 빠져있으며 애기 답게 깽깽 말이 매우 많아요,,","Mix","대도시","수컷","아니오",1,8,"흰갈",1,0,-1,1,-1
"경계심이 있어 사나움으로 인한 나이 확인x, 이마부분 작은 외상, 주둥이 부분이 살짝 부어있는듯해요,,","Miscellaneous","대도시","수컷","아니오",1,10,"흰",0,0,-1,0,-1
"상태양호,,","Mix","소도시","암컷","아니오",3,3,"흰갈",0,1,0,0,1
"교통사고로 인하여 후지마비,,","Mix","소도시","수컷","아니오",4,15,"흰검",0,0,-1,1,-1
"온몸에 상처두성이,,","Mix","중소도시","수컷","아니오",6,15,"갈",0,0,-1,1,-1
"부분미용, 많이짖음,,","Non-Sporting","중소도시","수컷","아니오",4,3.8,"갈",0,0,-1,0,-1
"머리부분상처,,","Mix","중소도시","암컷","아니오",1,3.2,"갈",0,0,-1,1,-1
"경계심이 다소 있슴,,","Miscellaneous","중소도시","암컷","아니오",3,17.5,"흰",0,0,-1,0,-1
"사나움, 강아지4두딸림,,","Mix","대도시","암컷","아니오",3,15.75,"흰",0,0,-1,0,-1
"경계심함.,,","Mix","중소도시","암컷","아니오",3,18,"흰",0,0,-1,0,-1
"빨간색 목끈, 매우온순,,","Mix","중소도시","암컷","아니오",3,6,"갈",0,1,0,0,1
"야윔, 경계심이 다소 있슴,,","Mix","중소도시","암컷","아니오",7,8,"흰",0,0,-1,1,-1
"순험, 착함, 몸 여러곳에 혹있음,,","Toy","중소도시","수컷","예",11,8.8,"흰갈",1,1,-1,1,0
"약간 소심하지만 엄청 귀여운 아이,,","Mix","대도시","암컷","아니오",1,1.5,"흰",1,1,-1,0,0
"부정교합. 털 살짝 긴편. 잠복고환.,,","Toy","중소도시","수컷","아니오",5,5.3,"흰갈",0,0,-1,1,-1
"소유주포기,광견병추정,나이미상,,","Mix","대도시","수컷","아니오",1,25,"흰갈검",0,0,-1,0,-1
"순함,,","Mix","중소도시","수컷","아니오",2,8,"흰갈",0,1,0,0,1
"순함,,","Mix","중소도시","암컷","아니오",3,10,"흰",1,1,0,0,1
"미용한지 오래되보임, 사람을잘따름, 중성화X,,","Non-Sporting","대도시","수컷","아니오",5,5,"흰",1,1,0,0,1
"6개월추정, 귀 염증,,","Toy","대도시","수컷","아니오",1,2.7,"흰",1,0,-1,1,-1
"치석 매우 심함.,,","Non-Sporting","대도시","수컷","예",11,5.6,"갈",1,0,-1,0,-1
"중성화수술 되어있음.,,","Non-Sporting","대도시","수컷","예",2,5,"갈",1,1,-1,1,0
"귀 염증. 피부병,,","Sporting","대도시","수컷","예",3,10.5,"갈",1,0,-1,1,-1
"양호,,","Mix","중소도시","암컷","아니오",1,3,"흰갈",0,1,0,0,1
"양호,,","Mix","중소도시","암컷","아니오",1,3,"검",0,1,0,0,1
"19-1552 패로, 목줄착용(연두), 약간 경계,,","Toy","중소도시","수컷","예",4,5.5,"흰갈",1,0,-1,0,-1
"19-1550 패브, 목줄착용(파랑), 약간 경계,,","Mix","중소도시","수컷","예",3,8.5,"흰검",1,0,-1,0,-1
"온순, 동구-162,,","Mix","소도시","수컷","아니오",4,4.4,"검",0,1,0,0,1
"우측 눈 백내장,,","Working","소도시","수컷","아니오",9,4.22,"흰검",0,0,-1,1,-1
"관리 상태 안좋다,,","Toy","중소도시","수컷","아니오",10,1.6,"흰",0,1,0,0,1
"극심한 탈모 피부염,,","Mix","중소도시","수컷","아니오",5,4,"흰",0,0,-1,1,-1
"옴피부염. 빨간 천목줄,,","Miscellaneous","중소도시","수컷","아니오",5,21,"갈",0,0,-1,1,-1
"중성화 안됨,가슴줄 착용,,","Non-Sporting","대도시","수컷","아니오",2,6,"갈",1,1,0,0,1
"여위였음,,","Mix","중소도시","암컷","아니오",6,7,"갈",0,0,-1,0,-1
"매우 순함,초록목줄,,","Mix","소도시","암컷","아니오",4,4.8,"갈",0,1,0,0,1
"2개월미만.4남매,양호함,,","Mix","중소도시","암컷","아니오",1,1,"흰",1,1,0,0,1
"2개월미만.4남매,양호함,,","Mix","중소도시","암컷","아니오",1,1,"흰",1,1,0,0,1
"2개월미만.4남매,양호함,,","Mix","중소도시","수컷","아니오",1,1,"갈",1,1,0,0,1
"2개월미만.4남매,양호함,,","Mix","중소도시","수컷","아니오",1,1,"갈",1,1,0,0,1
"양호한것으로사료되며,사람을 많이 경계함.,,","Mix","중소도시","암컷","아니오",4,10.5,"흰갈",0,1,-1,0,0
"양호한것으로사료되며,사람을 많이 경계함.,,","Mix","중소도시","암컷","아니오",3,8.5,"흰갈",0,1,-1,0,0
"털엉김심함,,","Non-Sporting","중소도시","수컷","아니오",6,5,"갈",1,0,-1,0,-1
"순하고 사람을 잘 따름,,","Mix","소도시","암컷","아니오",3,6,"흰갈",0,1,0,0,1
"순하고 사람을 잘 따름,,","Mix","소도시","암컷","아니오",3,8,"갈검",0,1,0,0,1
"생후90일정도 아주순함,,","Mix","중소도시","암컷","아니오",1,2.5,"흰",1,1,0,0,1
"2개월 추정, 교상에 의한 상처.,,","Mix","대도시","암컷","아니오",1,2,"갈",1,0,-1,1,-1
"개가 산에서 올무에 왼쪽 뒷다리가 걸려있어 구조요청. 성격은 온순.,,","Mix","대도시","수컷","아니오",3,23,"갈",0,1,0,0,1
"파란바탕+빨간줄있는목걸이.양위송곳니치석좀심함/어금니깨끗함/부정교합.소심/얌전함/사람따름.,,","Mix","중소도시","수컷","아니오",5,5.8,"흰갈",0,1,-1,1,0
"순한 성격이나 경계심은 있음,,","Mix","중소도시","암컷","아니오",2,4.25,"갈",0,1,-1,0,0
"성격이 사납고 공격적임,,","Mix","중소도시","수컷","아니오",5,11.25,"갈검",0,0,-1,0,-1
"모든송곳니/앞니유치남음/잠복고환. 겁많음/소심/움찔거림.오른슬개골. ,,","Toy","중소도시","수컷","아니오",1,2.1,"흰",1,0,-1,1,-1
"네발털밀려있음. 전신/엉덩이오물오염. 활발함/사람따름.,,","Toy","중소도시","수컷","예",5,2.3,"흰갈",1,1,-1,0,0
"(번호 5396) 초록(국방색) 목줄 착용, 심장사상충,,","Mix","중소도시","수컷","아니오",4,26.7,"흰갈",0,0,-1,1,-1
"(번호 5394) 파랑/검정(징) 목줄, 왼쪽다리 다침, 경계심 강함,,","Mix","중소도시","수컷","아니오",2,8.7,"흰",0,0,-1,1,-1
"(번호 5391) 생후7개월, 중성화,,","Herding","중소도시","수컷","예",1,9.2,"흰갈",1,1,0,0,1
"(번호 5390) 생후2개월, 꼬리부분 피부병,,","Mix","중소도시","암컷","아니오",1,2.5,"갈",0,0,-1,1,-1
"(번호 5388) 생후5개월, 경계심 강함,,","Mix","중소도시","수컷","아니오",1,8.3,"흰",0,0,-1,0,-1
"(번호 5387) 생후5개월, 경계심 강함,,","Mix","중소도시","암컷","아니오",1,8.4,"흰",0,0,-1,0,-1
"(번호 5384) 생후4개월, 경계심 강함,,","Mix","중소도시","암컷","아니오",1,3.8,"흰",0,0,-1,0,-1
"(번호 5382) 생후4개월, 파랑/노랑 목줄+사슬 리드줄, 경계심 강함,,","Mix","중소도시","암컷","아니오",1,4.5,"갈",0,0,-1,0,-1
"(번호 5380) 임신추정, 왼쪽 앞다리 상처, 경계심 강함,,","Mix","중소도시","암컷","아니오",2,17.8,"흰갈",0,0,-1,1,-1
"(번호 5379) 경계심 강함,,","Mix","중소도시","암컷","아니오",2,14.5,"흰",0,0,-1,0,-1
"J-1-[2]파I-9-1-58  갈색. 너무 얌전함. 20/1/13사진업데이트,,","Non-Sporting","거대도시","암컷","아니오",6,3,"갈",1,1,0,0,1
"눈곱약간. 코검정. 살짝부정교합. 사람따름/얌전함. 꼬리단미안됨. 털상태양호. 진드기오염. ,,","Mix","중소도시","수컷","아니오",3,16.2,"흰검",0,1,-1,1,0
"순함,,","Miscellaneous","대도시","수컷","예",4,8,"흰",0,1,0,0,1
"잠복고환.활발함/사람좋아함/낑낑거림.양귀털/꼬리끝털더긺.,,","Toy","중소도시","수컷","아니오",4,2.6,"흰",1,1,-1,0,0
"눈곱/눈물심함.백내장/양눈결막염.구강질환/피부질환.마름.낑낑거림/소심/얌전함/사람따르나 입만지면돌변.,,","Toy","소도시","수컷","예",11,3.3,"흰",0,1,-1,1,0
"온순함/빨간색목테착용/믹스로 추정,,","Miscellaneous","중소도시","수컷","아니오",5,25,"흰",0,1,0,0,1
"순함/마른상태/목태착용,,","Mix","중소도시","암컷","아니오",3,16.5,"갈",0,1,-1,0,0
"순함,,","Miscellaneous","중소도시","수컷","아니오",1,17.6,"기타",0,1,0,0,1
"순함/태화119에서 인계함,,","Mix","중소도시","암컷","아니오",3,14.5,"흰갈",0,1,0,0,1
"매우예민함,나이미상,몸무게추정,,","Toy","대도시","수컷","예",4,3.4,"갈검",0,0,-1,0,-1
"피부병/비듬,,","Terrier","중소도시","수컷","아니오",2,9.5,"흰검",0,0,-1,1,-1
"꼬리끝털만있게 전신미용/눈꼽,,","Toy","중소도시","수컷","예",4,6,"흰",0,0,-1,0,-1
"119구조/콧등까짐/경계함,,","Mix","중소도시","수컷","아니오",9,8.5,"갈검",0,0,-1,0,-1
"기침.사람따름/얌전함. ,,","Non-Sporting","대도시","수컷","예",6,7.1,"흰갈",1,1,-1,1,0
"코회색. 활발함/사람좋아함/낑낑거림. 꼬리단미안됨. 털상태양호. ,,","Toy","중소도시","수컷","아니오",1,5,"흰검",1,1,-1,0,0
"이마털밀린흔적.홍역:음성.입천정까진듯/출혈약간.사나움/으르렁거림/공격적임.양슬개골.,,","Toy","대도시","수컷","아니오",7,5.9,"흰갈",0,1,-1,0,0
"I-9-1-(6)  검정색. 귓병, 곰팡이,말라세치아 피부병. 하울링. 순함. 신고자 임시보호 중,,","Non-Sporting","거대도시","수컷","예",3,12,"검",1,1,-1,1,0
"I-9-1-56  흰색+갈색. 교통사고(머리상처, 오른쪽뒷다리 못디딤). 병원이송,,","Mix","거대도시","수컷","아니오",2,5.9,"흰갈",0,0,-1,1,-1
"차길에돌아다니고 몸에털이 빠지고 성격이 까칠함,,","Mix","중소도시","암컷","아니오",3,3,"흰",1,0,-1,0,-1
"온순하며 임신상태임,,","Mix","소도시","암컷","아니오",4,5,"검",1,1,0,0,1
"온순하며 털상태가 깨끗함,,","Mix","소도시","암컷","아니오",4,3.5,"흰갈",0,1,0,0,1
"보라색 하네스 착용, 순하고 얌전해요,,","Toy","중소도시","수컷","예",11,3,"흰",0,1,0,0,1
"몹시 지저분함,,","Sporting","소도시","수컷","아니오",9,12,"흰갈",0,0,-1,0,-1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",6,11,"흰갈",1,1,0,0,1
"검은하네스착용,음고환,친화력좋음,,","Hound","중소도시","수컷","아니오",6,6.42,"갈",1,1,0,0,1
"주황색 목걸이 하고 있고 온순,,","Sporting","대도시","암컷","아니오",3,15.8,"흰검",1,1,0,0,1
"많이 야위었으나 성격 온순함,,","Mix","중소도시","수컷","아니오",1,2.8,"흰",0,1,-1,1,0
"귀여운 푸들 아이 견주를 못찾으면 신고자분이 입양을 하시고 싶다고 합니다 ,,","Non-Sporting","대도시","암컷","아니오",6,3,"갈",1,1,0,0,1
"털 엉킴이 살짝 있는 보들보들 털, 털&살뚱이 사람을 좋아하고 애교만점에 바닥에서 잠을자요,,","Miscellaneous","대도시","수컷","아니오",4,7.8,"흰",0,1,-1,0,0
"뒷다리 한쪽을 다친상태로 들어온 아이 겁이 많음 ,,","Mix","대도시","수컷","아니오",2,8,"흰갈",0,0,-1,1,-1
"순함,,","Non-Sporting","소도시","암컷","아니오",3,3,"갈",1,1,0,0,1
"순함,,","Hound","소도시","암컷","아니오",3,5,"갈검",1,1,0,0,1
"심장사상충감염,가정번식견 추정,,","Non-Sporting","중소도시","수컷","아니오",3,6,"검",1,0,-1,1,-1
"마을 방치견, 입질있음,,","Miscellaneous","중소도시","수컷","아니오",6,21,"갈",0,0,-1,1,-1
"견주사망 온순함,,","Toy","중소도시","암컷","아니오",5,3.8,"흰검",1,1,0,0,1
"각질있음,,","Mix","중소도시","수컷","아니오",1,1.5,"갈",0,0,-1,0,-1
"경계심이 많음,,","Mix","중소도시","수컷","아니오",3,8.5,"흰갈",0,0,-1,0,-1
"왼쪽 뒷다리 불편, 온순,,","Mix","중소도시","암컷","아니오",8,5.5,"갈",1,1,-1,1,0
"9-79, 칩없음, 귀여움,,","Toy","중소도시","암컷","아니오",2,2.5,"흰",1,1,0,0,1
"매우온순,,","Sporting","중소도시","암컷","아니오",1,4,"흰",1,1,0,0,1
"매우온순,,","Sporting","중소도시","수컷","아니오",1,7.1,"흰",1,1,0,0,1
"매우온순,,","Sporting","중소도시","수컷","아니오",1,7,"흰",1,1,0,0,1
"포유, 매우야윔,,","Mix","중소도시","암컷","아니오",1,0.5,"검",0,0,-1,1,-1
"탈진, 매우야윔,,","Mix","중소도시","암컷","아니오",5,4.7,"갈",0,0,-1,1,-1
"포유, 매우야윔,,","Mix","중소도시","암컷","아니오",1,0.5,"검",0,0,-1,1,-1
"매우온순,,","Mix","중소도시","암컷","아니오",3,4.5,"갈",1,1,0,0,1
"경계심이 다소 있슴,,","Miscellaneous","중소도시","암컷","아니오",4,15.5,"갈",0,0,-1,0,-1
"파란색 목줄 착용, 순하고 귀여운 아이,,","Mix","대도시","수컷","아니오",2,6,"갈검",1,1,0,0,1
"피부상태가 좋지 않음, 소심한 성격,,","Mix","대도시","수컷","아니오",1,4,"갈",0,0,-1,1,-1
"9월초에 최초발견. 잠복고환.,,","Mix","중소도시","수컷","아니오",2,7,"흰갈",0,0,-1,0,-1
"피부병심함. 리트리버믹스.,,","Mix","중소도시","수컷","아니오",1,6,"검",0,0,-1,1,-1
"목줄없고 온순함,,","Mix","대도시","수컷","아니오",5,8.5,"흰",0,1,0,0,1
"초록색 목줄착용.온순함,,","Mix","대도시","수컷","아니오",4,20,"흰",1,1,0,0,1
"파랑색 목줄착용 온순함,,","Mix","대도시","암컷","아니오",2,18,"갈",1,1,0,0,1
"목줄없고 온순한편,,","Mix","대도시","수컷","아니오",4,14,"기타",1,1,0,0,1
"순함,,","Mix","중소도시","수컷","아니오",2,5.5,"흰",1,1,0,0,1
"꼬리 피부병,,","Mix","중소도시","암컷","아니오",1,0.7,"흰",0,0,-1,1,-1
"순함,,","Mix","중소도시","암컷","아니오",3,12,"흰",0,1,0,0,1
"왼쪽 뒷다리 절음,,","Mix","중소도시","암컷","아니오",3,17,"검",0,0,-1,1,-1
"피부병,,","Mix","중소도시","수컷","아니오",8,3.5,"갈",1,0,-1,1,-1
